drug_a,drug_b,rr_a,rr_b,strength,n_ab,n_abz,omega,omega_lower,omega_add,omega_add_lower,signals_additive,signals_multiplicative,at_positive_control_strength
HYDROXYZINE,LORMETAZEPAM,4.495,12.872,5.854,131,2,-2.350122,-4.938762,-0.979557,-3.568198,0,0,0
HYDROXYZINE,LOSARTAN,4.495,3.581,4.009,179,1,-2.031138,-5.828365,-1.055095,-4.852322,0,0,0
HYDROXYZINE,LOVASTATIN,4.495,35.045,7.299,24,0,-3.706926,-13.698814,-2.269642,-12.26153,0,0,1
HYDROXYZINE,LOXAPINE,4.495,19.648,6.464,122,1,-3.536579,-7.333806,-2.078035,-5.875263,0,0,1
HYDROXYZINE,MECLIZINE,4.495,3.143,3.82,61,0,-2.030675,-12.022563,-1.418485,-11.410373,0,0,0
HYDROXYZINE,MELATONIN,4.495,2.827,3.667,172,7,0.81051,-0.449725,1.44929,0.189055,1,0,0
HYDROXYZINE,MELOXICAM,4.495,2.117,3.25,127,10,1.86693,0.836788,2.41231,1.382168,1,1,0
HYDROXYZINE,MEMANTINE,4.495,2.99,3.748,28,0,-1.334686,-11.326574,-0.807592,-10.79948,0,0,0
HYDROXYZINE,MEPERIDINE,4.495,3.26,3.873,74,0,-2.387256,-12.379144,-1.616046,-11.607934,0,0,0
HYDROXYZINE,MEPROBAMATE,4.495,5.879,4.724,141,0,-3.60566,-13.597547,-2.691789,-12.683676,0,0,0
HYDROXYZINE,MEROPENEM,4.495,2.368,3.412,22,0,-0.967783,-10.959671,-0.616317,-10.608205,0,0,0
HYDROXYZINE,METFORMIN,4.495,3.129,3.814,515,3,-2.045696,-4.096139,-1.108699,-3.159143,0,0,0
HYDROXYZINE,METHADONE,4.495,3.42,3.942,392,1,-2.979355,-6.776582,-2.023915,-5.821142,0,0,0
HYDROXYZINE,METHAMPHETAMINE,4.495,3.939,4.146,258,0,-4.142351,-14.134239,-3.157867,-13.149755,0,0,0
HYDROXYZINE,METHOCARBAMOL,4.495,2.141,3.266,82,0,-1.973647,-11.965535,-1.540759,-11.532647,0,0,0
HYDROXYZINE,METOPIMAZINE,4.495,13.291,5.901,26,0,-2.580986,-12.572874,-1.487156,-11.479043,0,0,0
HYDROXYZINE,MIANSERIN,4.495,6.236,4.809,140,1,-2.249539,-6.046766,-1.143857,-4.941084,0,0,0
HYDROXYZINE,MIDOMAFETAMINE,4.495,14.541,6.03,26,0,-2.824035,-12.815923,-1.554673,-11.546561,0,0,0
HYDROXYZINE,MILNACIPRAN,4.495,2.707,3.605,44,0,-1.632272,-11.62416,-1.089161,-11.081049,0,0,0
HYDROXYZINE,MIRTAZAPINE,4.495,6.09,4.775,683,6,-2.24749,-3.623479,-1.109548,-2.485537,0,0,0
HYDROXYZINE,NABUMETONE,4.495,3.283,3.883,37,0,-1.598009,-11.589897,-1.025853,-11.017741,0,0,0
HYDROXYZINE,NEBIVOLOL,4.495,3.882,4.125,67,0,-2.48086,-12.472748,-1.605144,-11.597032,0,0,0
HYDROXYZINE,NEFOPAM,4.495,4.579,4.363,177,0,-3.710206,-13.702093,-2.787705,-12.779593,0,0,0
HYDROXYZINE,NICARDIPINE,4.495,5.256,4.562,62,0,-2.692847,-12.684735,-1.696801,-11.688689,0,0,0
HYDROXYZINE,NIFEDIPINE,4.495,3.343,3.909,82,0,-2.552377,-12.544265,-1.729827,-11.721715,0,0,0
HYDROXYZINE,NITRAZEPAM,4.495,13.875,5.963,22,0,-2.568859,-12.560747,-1.366819,-11.358707,0,0,0
HYDROXYZINE,NORDAZEPAM,4.495,3.433,3.947,140,0,-3.101413,-13.093301,-2.324066,-12.315953,0,0,0
HYDROXYZINE,NOREPINEPHRINE,4.495,13.03,5.872,43,5,0.107158,-1.420307,1.48267,-0.044796,0,0,0
HYDROXYZINE,NORTRIPTYLINE,4.495,3.01,3.758,83,0,-2.418395,-12.410283,-1.691886,-11.683774,0,0,0
HYDROXYZINE,NOSCAPINE,4.495,8.963,5.332,40,0,-2.512382,-12.50427,-1.613098,-11.604986,0,0,0
HYDROXYZINE,OFLOXACIN,4.495,3.227,3.858,50,0,-1.939512,-11.9314,-1.256205,-11.248093,0,0,0
HYDROXYZINE,OLANZAPINE,4.495,7.085,4.993,535,3,-3.065549,-5.115992,-1.80076,-3.851203,0,0,0
HYDROXYZINE,OLMESARTAN MEDOXOMIL,4.495,2.141,3.266,21,0,-0.869995,-10.861883,-0.574349,-10.566236,0,0,0
HYDROXYZINE,OMEPRAZOLE,4.495,2.41,3.437,405,0,-4.195552,-14.18744,-3.443758,-13.435646,0,0,0
HYDROXYZINE,OPIUM,4.495,16.613,6.222,31,7,0.715031,-0.545204,2.06863,0.808395,1,0,0
HYDROXYZINE,ORPHENADRINE,4.495,4.856,4.448,45,0,-2.129951,-12.121839,-1.352086,-11.343974,0,0,0
HYDROXYZINE,OXAZEPAM,4.495,9.713,5.448,488,8,-1.920974,-3.089252,-0.700874,-1.869152,0,0,0
HYDROXYZINE,OXCARBAZEPINE,4.495,2.403,3.433,96,1,-0.778206,-4.575433,-0.154668,-3.951895,0,0,0
HYDROXYZINE,PALIPERIDONE,4.495,2.81,3.659,65,9,2.131414,1.038347,2.818581,1.725514,1,1,0
HYDROXYZINE,PAROXETINE,4.495,3.769,4.082,624,22,0.200575,-0.46518,1.189697,0.523942,1,0,0
HYDROXYZINE,PERINDOPRIL,4.495,5.281,4.569,104,1,-1.796448,-5.593676,-0.669434,-4.466662,0,0,0
HYDROXYZINE,PERPHENAZINE,4.495,3.163,3.83,37,0,-1.566302,-11.55819,-1.012883,-11.004771,0,0,0
HYDROXYZINE,PHENACETIN,4.495,37.879,7.411,66,0,-4.496192,-14.48808,-3.618647,-13.610535,0,0,1
HYDROXYZINE,PHENAZOPYRIDINE,4.495,3.607,4.019,23,0,-1.236911,-11.228799,-0.744068,-10.735956,0,0,0
HYDROXYZINE,PHENOBARBITAL,4.495,3.798,4.093,59,0,-2.313929,-12.305817,-1.47403,-11.465918,0,0,0
HYDROXYZINE,PHENYTOIN,4.495,2.363,3.409,71,0,-2.019078,-12.010966,-1.442779,-11.434667,0,0,0
HYDROXYZINE,PHLOROGLUCINOL,4.495,2.894,3.701,80,0,-2.17605,-12.167938,-1.637773,-11.629661,0,0,0
HYDROXYZINE,PIPERACILLIN,4.495,2.854,3.681,109,1,-1.133309,-4.930536,-0.363366,-4.160594,0,0,0
HYDROXYZINE,PRAMIPEXOLE,4.495,3.412,3.939,26,0,-1.374512,-11.3664,-0.800733,-10.792621,0,0,0
HYDROXYZINE,PRAVASTATIN,4.495,19.02,6.418,78,13,0.175924,-0.7137,1.709336,0.819713,1,0,1
HYDROXYZINE,PRAZEPAM,4.495,6.012,4.756,128,2,-1.260773,-3.849414,-0.269857,-2.858498,0,0,0
HYDROXYZINE,PRAZOSIN,4.495,3.009,3.758,93,1,-0.844794,-4.642021,-0.222143,-4.01937,0,0,0
HYDROXYZINE,PREGABALIN,4.495,2.112,3.246,601,3,-1.744537,-3.794981,-1.092043,-3.142486,0,0,0
HYDROXYZINE,PROMETHAZINE,4.495,3.407,3.937,332,2,-1.974637,-4.563277,-1.065991,-3.654631,0,0,0
HYDROXYZINE,PROPOFOL,4.495,16.555,6.217,173,1,-3.853776,-7.651003,-2.353618,-6.150845,0,0,0
HYDROXYZINE,QUETIAPINE,4.495,5.557,4.643,1235,23,-1.02042,-1.670226,-0.005953,-0.655759,0,0,0
HYDROXYZINE,QUININE,4.495,5.06,4.507,89,0,-3.046795,-13.038683,-2.051723,-12.043611,0,0,0
HYDROXYZINE,RABEPRAZOLE,4.495,2.135,3.262,48,1,0.066595,-3.730632,0.503219,-3.294009,0,0,0
HYDROXYZINE,RAMIPRIL,4.495,4.296,4.271,176,0,-3.827296,-13.819184,-2.736813,-12.7287,0,0,0
HYDROXYZINE,REMIFENTANIL,4.495,7.277,5.032,35,0,-2.422592,-12.414479,-1.354953,-11.34684,0,0,0
HYDROXYZINE,REPAGLINIDE,4.495,5.844,4.715,61,0,-2.802115,-12.794003,-1.745807,-11.737695,0,0,0
HYDROXYZINE,RIFAMPIN,4.495,2.819,3.664,61,0,-2.040318,-12.032206,-1.373805,-11.365693,0,0,0
HYDROXYZINE,RILMENIDINE,4.495,22.512,6.661,25,1,-1.64811,-5.445338,-0.297321,-4.094548,0,0,1
HYDROXYZINE,RISPERIDONE,4.495,4.536,4.35,579,9,-1.204603,-2.29767,-0.08937,-1.182436,0,0,0
HYDROXYZINE,ROCURONIUM,4.495,7.384,5.052,21,0,-1.897428,-11.889316,-0.958993,-10.950881,0,0,0
HYDROXYZINE,ROSUVASTATIN,4.495,28.71,7.012,181,2,-3.851032,-6.439673,-2.326901,-4.915541,0,0,1
HYDROXYZINE,SERTRALINE,4.495,3.896,4.13,968,7,-1.98066,-3.240896,-1.026793,-2.287029,0,0,0
HYDROXYZINE,SEVOFLURANE,4.495,15.602,6.132,35,0,-3.307394,-13.299282,-1.911435,-11.903323,0,0,0
HYDROXYZINE,SIMVASTATIN,4.495,48.584,7.771,171,1,-5.050018,-8.847245,-3.655328,-7.452555,0,0,1
HYDROXYZINE,SITAGLIPTIN,4.495,3.173,3.834,94,0,-2.67678,-12.668668,-1.843932,-11.83582,0,0,0
HYDROXYZINE,SODIUM BICARBONATE,4.495,3.91,4.135,50,3,0.638721,-1.411722,1.468305,-0.582139,0,0,0
HYDROXYZINE,SPIRONOLACTONE,4.495,4.424,4.314,184,0,-3.913077,-13.904965,-2.811627,-12.803515,0,0,0
HYDROXYZINE,SUCCINYLCHOLINE,4.495,21.597,6.601,21,0,-3.02269,-13.014578,-1.667825,-11.659713,0,0,1
HYDROXYZINE,SUFENTANIL,4.495,4.911,4.464,108,10,1.103613,0.073471,2.14408,1.113937,1,1,0
HYDROXYZINE,SULFAMETHOXAZOLE,4.495,2.12,3.252,138,0,-2.658269,-12.650157,-2.070945,-12.062833,0,0,0
HYDROXYZINE,SULPIRIDE,4.495,14.657,6.042,36,0,-3.203105,-13.194993,-1.887599,-11.879487,0,0,0
HYDROXYZINE,TAZOBACTAM,4.495,2.627,3.561,122,1,-1.170168,-4.967395,-0.44571,-4.242937,0,0,0
HYDROXYZINE,TELMISARTAN,4.495,5.081,4.513,29,0,-1.86145,-11.853338,-1.019778,-11.011666,0,0,0
HYDROXYZINE,TETRAZEPAM,4.495,7.066,4.989,26,0,-1.937692,-11.92958,-1.093941,-11.085829,0,0,0
HYDROXYZINE,THEOPHYLLINE,4.495,7.874,5.145,87,0,-3.601496,-13.593384,-2.346776,-12.338664,0,0,0
HYDROXYZINE,THIAMINE,4.495,5.877,4.723,90,0,-3.231331,-13.223219,-2.165192,-12.15708,0,0,0
HYDROXYZINE,TIANEPTINE,4.495,5.049,4.504,43,0,-2.079474,-12.071362,-1.332329,-11.324216,0,0,0
HYDROXYZINE,TIAPRIDE,4.495,22.287,6.646,36,2,-1.353593,-3.942233,0.048333,-2.540307,0,0,1
HYDROXYZINE,TRAMADOL,4.495,2.907,3.708,1262,27,-0.095809,-0.691377,0.677669,0.0821,1,0,0
HYDROXYZINE,TRANEXAMIC ACID,4.495,2.236,3.329,38,0,-1.328644,-11.320531,-0.925852,-10.91774,0,0,0
HYDROXYZINE,TRAZODONE,4.495,4.253,4.257,972,14,-1.0427,-1.896443,-0.147309,-1.001052,0,0,0
HYDROXYZINE,TRIHEXYPHENIDYL,4.495,13.651,5.939,54,5,-0.182099,-1.709564,1.18863,-0.338836,0,0,0
HYDROXYZINE,TRIMEBUTINE,4.495,2.83,3.669,26,0,-1.134962,-11.126849,-0.74806,-10.739948,0,0,0
HYDROXYZINE,TRIMEPRAZINE,4.495,16.382,6.202,252,4,-2.547102,-4.283859,-1.26955,-3.006307,0,0,0
HYDROXYZINE,TRIMETHOPRIM,4.495,2.136,3.263,170,1,-1.33521,-5.132437,-0.724013,-4.52124,0,0,0
HYDROXYZINE,TROPATEPINE,4.495,19.526,6.455,97,6,-1.022041,-2.39803,0.346117,-1.029872,0,0,1
HYDROXYZINE,UNSPECIFIED INGREDIENT,4.495,2.492,3.486,238,0,-3.53417,-13.526058,-2.784037,-12.775924,0,0,0
HYDROXYZINE,URAPIDIL,4.495,12.073,5.762,38,0,-3.055203,-13.047091,-1.784257,-11.776145,0,0,0
HYDROXYZINE,URSODIOL,4.495,2.199,3.305,62,0,-1.760347,-11.752235,-1.297864,-11.289752,0,0,0
HYDROXYZINE,VALPROATE,4.495,4.255,4.257,100,0,-3.090999,-13.082886,-2.071145,-12.063033,0,0,0
HYDROXYZINE,VALPROIC ACID,4.495,4.357,4.291,210,1,-2.479412,-6.276639,-1.380921,-5.178148,0,0,0
HYDROXYZINE,VALPROMIDE,4.495,8.691,5.288,24,0,-2.127908,-12.119795,-1.143075,-11.134963,0,0,0
HYDROXYZINE,VENLAFAXINE,4.495,4.117,4.21,935,16,-0.857724,-1.650652,0.118069,-0.674858,0,0,0
HYDROXYZINE,VERAPAMIL,4.495,5.695,4.678,99,0,-3.423516,-13.415404,-2.250797,-12.242685,0,0,0
HYDROXYZINE,VILDAGLIPTIN,4.495,3.993,4.166,21,0,-1.325235,-11.317122,-0.722225,-10.714113,0,0,0
HYDROXYZINE,VORICONAZOLE,4.495,4.655,4.387,37,1,-0.448207,-4.245434,0.417651,-3.379576,0,0,0
HYDROXYZINE,ZIPRASIDONE,4.495,5.062,4.508,120,0,-3.517563,-13.509451,-2.390414,-12.382302,0,0,0
HYDROXYZINE,ZOLPIDEM,4.495,4.117,4.21,786,3,-2.854217,-4.90466,-1.87746,-3.927903,0,0,0
HYDROXYZINE,ZOPICLONE,4.495,8.45,5.247,467,2,-3.487829,-6.07647,-2.266075,-4.854716,0,0,0
HYDROXYZINE,ZUCLOPENTHIXOL,4.495,10.432,5.551,41,0,-3.010389,-13.002276,-1.748201,-11.740088,0,0,0
ICOSAPENT,OMEGA 3 FATTY ACIDS,3.717,3.775,3.811,40,0,-1.468662,-11.46055,-1.051843,-11.043731,0,0,0
ICOSAPENT,ROSUVASTATIN,3.717,28.71,6.738,24,2,-0.342947,-2.931587,0.280441,-2.3082,0,0,1
IMIPRAMINE,KETAMINE,5.25,4.612,4.598,35,0,-2.057315,-12.049203,-1.190125,-11.182012,0,0,0
IMIPRAMINE,LAMOTRIGINE,5.25,2.679,3.814,45,0,-1.804421,-11.796309,-1.194323,-11.186211,0,0,0
IMIPRAMINE,LEVETIRACETAM,5.25,8.338,5.452,25,0,-2.326275,-12.318163,-1.201863,-11.193751,0,0,0
IMIPRAMINE,LINEZOLID,5.25,2.432,3.675,20,0,-1.018621,-11.010509,-0.634349,-10.626236,0,0,0
IMIPRAMINE,LISINOPRIL,5.25,2.046,3.425,26,0,-1.090327,-11.082215,-0.745359,-10.737247,0,0,0
IMIPRAMINE,LITHIUM,5.25,5.599,4.878,86,0,-3.233642,-13.22553,-2.169961,-12.161849,0,0,0
IMIPRAMINE,LORAZEPAM,5.25,5.21,4.774,64,0,-2.847611,-12.839499,-1.808135,-11.800023,0,0,0
IMIPRAMINE,MEFENAMIC ACID,5.25,7.99,5.39,32,0,-2.42871,-12.420598,-1.388717,-11.380605,0,0,0
IMIPRAMINE,METFORMIN,5.25,3.129,4.038,25,1,0.181098,-3.616129,0.767501,-3.029726,0,0,0
IMIPRAMINE,METHADONE,5.25,3.42,4.166,38,0,-1.865263,-11.85715,-1.140391,-11.132279,0,0,0
IMIPRAMINE,METHAMPHETAMINE,5.25,3.939,4.37,26,0,-1.620633,-11.612521,-0.910599,-10.902486,0,0,0
IMIPRAMINE,MIRTAZAPINE,5.25,6.09,4.999,38,0,-2.440468,-12.432356,-1.391591,-11.383479,0,0,0
IMIPRAMINE,OLANZAPINE,5.25,7.085,5.217,107,0,-3.716129,-13.708017,-2.587775,-12.579663,0,0,0
IMIPRAMINE,PAROXETINE,5.25,3.769,4.306,98,0,-2.984241,-12.976128,-2.086505,-12.078393,0,0,0
IMIPRAMINE,PERPHENAZINE,5.25,3.163,4.054,24,0,-1.309795,-11.301683,-0.795113,-10.787001,0,0,0
IMIPRAMINE,PREGABALIN,5.25,2.112,3.471,29,0,-1.20424,-11.196128,-0.817484,-10.809372,0,0,0
IMIPRAMINE,PROPOFOL,5.25,16.555,6.442,22,0,-2.846192,-12.83808,-1.531765,-11.523653,0,0,1
IMIPRAMINE,QUETIAPINE,5.25,5.557,4.867,97,0,-3.387611,-13.379499,-2.301896,-12.293784,0,0,0
IMIPRAMINE,RISPERIDONE,5.25,4.536,4.574,78,0,-2.936217,-12.928105,-1.938082,-11.92997,0,0,0
IMIPRAMINE,ROSUVASTATIN,5.25,28.71,7.236,48,0,-4.197261,-14.189149,-2.914065,-12.905953,0,0,1
IMIPRAMINE,SERTRALINE,5.25,3.896,4.354,84,0,-2.853782,-12.84567,-1.936432,-11.92832,0,0,0
IMIPRAMINE,TRAMADOL,5.25,2.907,3.932,41,0,-1.793092,-11.78498,-1.145747,-11.137635,0,0,0
IMIPRAMINE,TRANDOLAPRIL,5.25,3.631,4.253,42,0,-1.942814,-11.934702,-1.243565,-11.235453,0,0,0
IMIPRAMINE,TRAZODONE,5.25,4.253,4.481,85,4,0.228845,-1.507913,1.174782,-0.561976,0,0,0
IMIPRAMINE,UNSPECIFIED INGREDIENT,5.25,2.492,3.71,39,0,-1.596661,-11.588549,-1.061127,-11.053015,0,0,0
IMIPRAMINE,VALPROIC ACID,5.25,4.357,4.516,32,0,-1.924349,-11.916237,-1.096317,-11.088205,0,0,0
IMIPRAMINE,VENLAFAXINE,5.25,4.117,4.434,99,2,-0.768488,-3.357129,0.176985,-2.411655,0,0,0
IMIPRAMINE,ZOLPIDEM,5.25,4.117,4.434,90,0,-2.977555,-12.969443,-2.039668,-12.031556,0,0,0
INDAPAMIDE,INSULIN NOS,8.188,5.669,5.537,29,2,-0.272829,-2.861469,0.976665,-1.611975,0,0,0
INDAPAMIDE,IRBESARTAN,8.188,4.805,5.298,198,7,-0.877783,-2.138018,0.472302,-0.787933,0,0,0
INDAPAMIDE,ISOSORBIDE MONONITRATE,8.188,3.216,4.719,57,2,-0.357071,-2.945711,0.535076,-2.053564,0,0,0
INDAPAMIDE,KETOPROFEN,8.188,3.388,4.794,74,2,-0.757046,-3.345687,0.239906,-2.348734,0,0,0
INDAPAMIDE,LERCANIDIPINE,8.188,7.594,5.958,254,16,-0.316741,-1.109669,0.998657,0.205729,1,0,0
INDAPAMIDE,LEVETIRACETAM,8.188,8.338,6.093,58,0,-3.946246,-13.938134,-2.23909,-12.230977,0,0,0
INDAPAMIDE,LEVOFLOXACIN,8.188,3.014,4.625,45,2,-0.114764,-2.703404,0.787335,-1.801306,0,0,0
INDAPAMIDE,LISINOPRIL,8.188,2.046,4.066,137,1,-1.746272,-5.543499,-1.053643,-4.85087,0,0,0
INDAPAMIDE,LITHIUM,8.188,5.599,5.519,24,0,-2.379195,-12.371083,-1.181512,-11.1734,0,0,0
INDAPAMIDE,LORAZEPAM,8.188,5.21,5.415,118,2,-1.953677,-4.542318,-0.494759,-3.0834,0,0,0
INDAPAMIDE,LORMETAZEPAM,8.188,12.872,6.72,26,6,0.371729,-1.00426,2.042728,0.666739,1,0,1
INDAPAMIDE,LOSARTAN,8.188,3.581,4.874,263,0,-4.819976,-14.811864,-3.66716,-13.659048,0,0,0
INDAPAMIDE,MAGNESIUM CARBONATE,8.188,2.204,4.174,27,0,-1.46719,-11.459077,-1.034144,-11.026032,0,0,0
INDAPAMIDE,MANIDIPINE,8.188,8.773,6.167,32,4,0.4971,-1.239658,1.532733,-0.204024,0,0,0
INDAPAMIDE,MELOXICAM,8.188,2.117,4.116,40,1,-0.321017,-4.118244,0.241248,-3.555979,0,0,0
INDAPAMIDE,METFORMIN,8.188,3.129,4.679,1170,22,-1.017289,-1.683043,-0.177173,-0.842927,0,0,0
INDAPAMIDE,MIANSERIN,8.188,6.236,5.674,28,0,-2.615728,-12.607616,-1.352291,-11.344179,0,0,0
INDAPAMIDE,MIRTAZAPINE,8.188,6.09,5.64,96,2,-1.875018,-4.463658,-0.325939,-2.91458,0,0,0
INDAPAMIDE,MOXONIDINE,8.188,6.623,5.761,57,1,-1.660039,-5.457266,-0.503531,-4.300758,0,0,0
INDAPAMIDE,NEBIVOLOL,8.188,3.882,4.99,241,6,-0.961051,-2.33704,0.112561,-1.263428,0,0,0
INDAPAMIDE,NICARDIPINE,8.188,5.256,5.427,63,0,-3.34518,-13.337068,-2.083895,-12.075783,0,0,0
INDAPAMIDE,NICORANDIL,8.188,7.278,5.897,22,0,-2.425689,-12.417577,-1.211079,-11.202966,0,0,0
INDAPAMIDE,NIFEDIPINE,8.188,3.343,4.775,58,0,-2.822621,-12.814508,-1.817209,-11.809097,0,0,0
INDAPAMIDE,NIMESULIDE,8.188,4.853,5.312,23,0,-2.048033,-12.039921,-1.100583,-11.09247,0,0,0
INDAPAMIDE,OLANZAPINE,8.188,7.085,5.858,85,0,-4.243142,-14.235029,-2.588132,-12.580019,0,0,0
INDAPAMIDE,OLMESARTAN MEDOXOMIL,8.188,2.141,4.132,105,1,-1.445226,-5.242453,-0.750628,-4.547856,0,0,0
INDAPAMIDE,OMEPRAZOLE,8.188,2.41,4.302,440,10,-0.655598,-1.685741,0.186728,-0.843415,0,0,0
INDAPAMIDE,OPIUM,8.188,16.613,7.088,30,5,-0.292224,-1.81969,1.477371,-0.050094,0,0,1
INDAPAMIDE,OXAZEPAM,8.188,9.713,6.313,74,6,-0.674186,-2.050175,1.075619,-0.30037,0,0,0
INDAPAMIDE,OXCARBAZEPINE,8.188,2.403,4.298,26,0,-1.607377,-11.599265,-1.021789,-11.013677,0,0,0
INDAPAMIDE,PAROXETINE,8.188,3.769,4.948,137,2,-1.759807,-4.348447,-0.526601,-3.115241,0,0,0
INDAPAMIDE,PERINDOPRIL,8.188,5.281,5.434,1948,30,-1.07176,-1.634318,-0.732769,-1.295327,0,0,0
INDAPAMIDE,PERINDOPRIL ARGININE,8.188,4.404,5.172,336,3,-1.147362,-3.197805,-1.28817,-3.338614,0,0,0
INDAPAMIDE,PERINDOPRIL ERBUMINE,8.188,5.707,5.546,388,9,-0.904937,-1.998003,-0.190017,-1.283084,0,0,0
INDAPAMIDE,PIOGLITAZONE,8.188,2.049,4.068,65,0,-2.410324,-12.402212,-1.799463,-11.79135,0,0,0
INDAPAMIDE,PRAVASTATIN,8.188,19.02,7.283,77,0,-5.159666,-15.151554,-3.223236,-13.215123,0,0,1
INDAPAMIDE,PREGABALIN,8.188,2.112,4.112,78,5,0.768371,-0.759095,1.460386,-0.067079,0,0,0
INDAPAMIDE,PROPAFENONE,8.188,4.853,5.312,27,4,0.857977,-0.87878,1.941349,0.204591,1,0,0
INDAPAMIDE,PYRIDOXINE,8.188,2.3,4.235,35,0,-1.819226,-11.811114,-1.246203,-11.238091,0,0,0
INDAPAMIDE,QUETIAPINE,8.188,5.557,5.508,96,0,-4.123017,-14.114905,-2.598366,-12.590254,0,0,0
INDAPAMIDE,RABEPRAZOLE,8.188,2.135,4.128,49,2,0.191117,-2.397523,0.792001,-1.79664,0,0,0
INDAPAMIDE,RAMIPRIL,8.188,4.296,5.137,561,1,-4.348619,-8.145846,-3.202807,-7.000034,0,0,0
INDAPAMIDE,RANOLAZINE,8.188,5.112,5.387,22,0,-2.176875,-12.168763,-1.082829,-11.074717,0,0,0
INDAPAMIDE,REPAGLINIDE,8.188,5.844,5.58,61,0,-3.442186,-13.434074,-2.099238,-12.091126,0,0,0
INDAPAMIDE,RILMENIDINE,8.188,22.512,7.526,101,7,-1.389493,-2.649728,0.163237,-1.096999,0,0,1
INDAPAMIDE,RISPERIDONE,8.188,4.536,5.215,49,6,0.681008,-0.694981,1.94601,0.570021,1,0,0
INDAPAMIDE,ROSUVASTATIN,8.188,28.71,7.877,422,17,-2.168189,-2.935046,-0.861622,-1.628478,0,0,1
INDAPAMIDE,SERTRALINE,8.188,3.896,4.996,187,0,-4.531663,-14.52355,-3.257762,-13.24965,0,0,0
INDAPAMIDE,SILODOSIN,8.188,3.689,4.917,23,0,-1.845219,-11.837107,-1.024133,-11.016021,0,0,0
INDAPAMIDE,SIMVASTATIN,8.188,48.584,8.636,199,10,-2.68626,-3.716403,-1.158036,-2.188178,0,0,1
INDAPAMIDE,SITAGLIPTIN,8.188,3.173,4.699,217,1,-2.866213,-6.66344,-1.778305,-5.575532,0,0,0
INDAPAMIDE,SODIUM BICARBONATE,8.188,3.91,5.001,32,0,-2.311079,-12.302967,-1.303049,-11.294937,0,0,0
INDAPAMIDE,SPIRONOLACTONE,8.188,4.424,5.179,279,4,-1.964416,-3.701174,-0.67682,-2.413578,0,0,0
INDAPAMIDE,SULFAMETHOXAZOLE,8.188,2.12,4.118,59,3,0.45409,-1.596353,1.098378,-0.952065,0,0,0
INDAPAMIDE,SULPIRIDE,8.188,14.657,6.907,24,0,-3.317877,-13.309765,-1.662854,-11.654742,0,0,1
INDAPAMIDE,TELMISARTAN,8.188,5.081,5.379,144,4,-1.262023,-2.99878,0.116746,-1.620011,0,0,0
INDAPAMIDE,THEOPHYLLINE,8.188,7.874,6.011,35,0,-3.157038,-13.148925,-1.668266,-11.660154,0,0,0
INDAPAMIDE,TICAGRELOR,8.188,9.979,6.352,21,0,-2.845615,-12.837503,-1.315943,-11.307831,0,0,0
INDAPAMIDE,TORSEMIDE,8.188,3.87,4.986,114,0,-3.79998,-13.791868,-2.634353,-12.62624,0,0,0
INDAPAMIDE,TRAMADOL,8.188,2.907,4.573,226,8,-0.334003,-1.502281,0.705094,-0.463184,0,0,0
INDAPAMIDE,TRAZODONE,8.188,4.253,5.122,27,0,-2.221307,-12.213195,-1.186793,-11.178681,0,0,0
INDAPAMIDE,TRIMETAZIDINE DIHYDROCHLORIDE,8.188,20.862,7.416,24,5,-0.058043,-1.585508,1.54035,0.012884,1,0,1
INDAPAMIDE,TRIMETHOPRIM,8.188,2.136,4.128,64,3,0.35134,-1.699104,1.014145,-1.036298,0,0,0
INDAPAMIDE,UNSPECIFIED INGREDIENT,8.188,2.492,4.351,21,1,0.13549,-3.661737,0.705242,-3.091986,0,0,0
INDAPAMIDE,URAPIDIL,8.188,12.073,6.627,70,0,-4.347972,-14.33986,-2.716164,-12.708051,0,0,1
INDAPAMIDE,VALPROATE,8.188,4.255,5.123,55,0,-3.057126,-13.049014,-1.848254,-11.840142,0,0,0
INDAPAMIDE,VALPROIC ACID,8.188,4.357,5.157,20,0,-1.923182,-11.91507,-0.966511,-10.958398,0,0,0
INDAPAMIDE,VENLAFAXINE,8.188,4.117,5.075,100,2,-1.470982,-4.059623,-0.181766,-2.770406,0,0,0
INDAPAMIDE,VERAPAMIL,8.188,5.695,5.543,80,0,-3.854206,-13.846094,-2.394771,-12.386659,0,0,0
INDAPAMIDE,VILDAGLIPTIN,8.188,3.993,5.031,52,0,-2.859811,-12.851698,-1.766589,-11.758477,0,0,0
INDAPAMIDE,ZOLPIDEM,8.188,4.117,5.075,54,1,-1.422247,-5.219474,-0.231631,-4.028859,0,0,0
INDAPAMIDE,ZOPICLONE,8.188,8.45,6.113,93,2,-2.182228,-4.770869,-0.487443,-3.076083,0,0,0
INDINAVIR,SULFAMETHOXAZOLE,2.35,2.12,2.316,34,0,-0.749147,-10.741035,-0.572838,-10.564726,0,0,0
INDINAVIR,TRIMETHOPRIM,2.35,2.136,2.327,33,0,-0.736552,-10.72844,-0.56101,-10.552898,0,0,0
INFLUENZA VIRUS VACCINE,INSULIN NOS,22.048,5.669,6.966,70,46,1.794631,1.34741,3.413476,2.966255,1,1,1
INFLUENZA VIRUS VACCINE,ITRACONAZOLE,22.048,8.983,7.63,21,9,0.532958,-0.560109,2.39753,1.304464,1,0,1
