quarter,era,table,member,output,output_bytes,rows_raw,rows_parsed,rows_skipped,id_nulls,decode_errors,rows_with_trailing_field,surplus_values,n_columns,columns
2021q2,faers_modern,demo,ASCII/DEMO21Q2.txt,data/interim/parquet/demo/demo_2021q2.parquet,9795329,479945,479945,0,0,0,479945,0,25,report_id;case_id;caseversion;i_f_cod;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country
2021q3,faers_modern,demo,ASCII/DEMO21Q3.txt,data/interim/parquet/demo/demo_2021q3.parquet,10277803,504160,504160,0,0,0,504160,0,25,report_id;case_id;caseversion;i_f_cod;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country
2021q4,faers_modern,demo,ASCII/DEMO21Q4.txt,data/interim/parquet/demo/demo_2021q4.parquet,9434060,412542,412542,0,0,0,412542,0,25,report_id;case_id;caseversion;i_f_cod;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country
2022q1,faers_modern,demo,ASCII/DEMO22Q1.txt,data/interim/parquet/demo/demo_2022q1.parquet,9912550,461623,461623,0,0,0,461623,0,25,report_id;case_id;caseversion;i_f_cod;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country
2022q2,faers_modern,demo,ASCII/DEMO22Q2.txt,data/interim/parquet/demo/demo_2022q2.parquet,9735380,435618,435618,0,0,0,435618,0,25,report_id;case_id;caseversion;i_f_cod;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country
2022q3,faers_modern,demo,ASCII/DEMO22Q3.txt,data/interim/parquet/demo/demo_2022q3.parquet,9815181,446511,446511,0,0,0,446511,0,25,report_id;case_id;caseversion;i_f_cod;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country
2022q4,faers_modern,demo,ASCII/DEMO22Q4.txt,data/interim/parquet/demo/demo_2022q4.parquet,10724695,483643,483643,0,0,0,483643,0,25,report_id;case_id;caseversion;i_f_cod;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country
2023q1,faers_modern,demo,ASCII/DEMO23Q1.txt,data/interim/parquet/demo/demo_2023q1.parquet,9876931,432144,432144,0,0,0,432144,0,25,report_id;case_id;caseversion;i_f_cod;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country
2023q2,faers_modern,demo,ASCII/DEMO23Q2.txt,data/interim/parquet/demo/demo_2023q2.parquet,9881079,418592,418592,0,0,0,418592,0,25,report_id;case_id;caseversion;i_f_cod;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country
2023q3,faers_modern,demo,ASCII/DEMO23Q3.txt,data/interim/parquet/demo/demo_2023q3.parquet,9479625,407522,407522,0,0,0,407522,0,25,report_id;case_id;caseversion;i_f_cod;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country
2023q4,faers_modern,demo,ASCII/DEMO23Q4.txt,data/interim/parquet/demo/demo_2023q4.parquet,9917188,415379,415379,0,0,0,415379,0,25,report_id;case_id;caseversion;i_f_cod;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country
2024q1,faers_modern,demo,ASCII/DEMO24Q1.txt,data/interim/parquet/demo/demo_2024q1.parquet,9543443,406184,406184,0,0,0,406184,0,25,report_id;case_id;caseversion;i_f_cod;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country
2024q2,faers_modern,demo,ASCII/DEMO24Q2.txt,data/interim/parquet/demo/demo_2024q2.parquet,9934831,397119,397119,0,0,0,397119,0,25,report_id;case_id;caseversion;i_f_cod;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country
2024q3,faers_modern,demo,ASCII/DEMO24Q3.txt,data/interim/parquet/demo/demo_2024q3.parquet,9963736,405513,405513,0,0,0,405513,0,25,report_id;case_id;caseversion;i_f_cod;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country
2024q4,faers_modern,demo,ASCII/DEMO24Q4.txt,data/interim/parquet/demo/demo_2024q4.parquet,10361222,410849,410849,0,0,0,410849,0,25,report_id;case_id;caseversion;i_f_cod;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country
2025q1,faers_modern,demo,ASCII/DEMO25Q1.txt,data/interim/parquet/demo/demo_2025q1.parquet,9852389,400514,400514,0,0,0,400514,0,25,report_id;case_id;caseversion;i_f_cod;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country
2025q2,faers_modern,demo,ASCII/DEMO25Q2.txt,data/interim/parquet/demo/demo_2025q2.parquet,10084897,393130,393130,0,0,0,393130,0,25,report_id;case_id;caseversion;i_f_cod;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country
2025q3,faers_modern,demo,ASCII/DEMO25Q3.txt,data/interim/parquet/demo/demo_2025q3.parquet,11178231,438512,438512,0,0,0,438512,0,25,report_id;case_id;caseversion;i_f_cod;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country
2025q4,faers_modern,demo,ASCII/DEMO25Q4.txt,data/interim/parquet/demo/demo_2025q4.parquet,9717575,385288,385288,0,0,0,385288,0,25,report_id;case_id;caseversion;i_f_cod;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country
2026q1,faers_modern,demo,ASCII/DEMO26Q1.txt,data/interim/parquet/demo/demo_2026q1.parquet,9065448,397224,397224,0,0,0,397224,0,25,report_id;case_id;caseversion;i_f_cod;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country
2026q2,faers_modern,demo,ASCII/DEMO26Q2.txt,data/interim/parquet/demo/demo_2026q2.parquet,8722005,422459,422459,0,0,0,422459,0,25,report_id;case_id;caseversion;i_f_cod;event_dt;mfr_dt;init_fda_dt;fda_dt;rept_cod;auth_num;mfr_num;mfr_sndr;lit_ref;age;age_cod;age_grp;sex;e_sub;wt;wt_cod;rept_dt;to_mfr;occp_cod;reporter_country;occr_country
2004q1,laers,drug,ascii/DRUG04Q1.TXT,data/interim/parquet/drug/drug_2004q1.parquet,2430572,235361,235361,0,0,0,235361,0,12,report_id;drug_seq;role_cod;drugname;val_vbm;route;dose_vbm;dechal;rechal;lot_num;exp_dt;nda_num
2004q2,laers,drug,ascii/DRUG04Q2.TXT,data/interim/parquet/drug/drug_2004q2.parquet,2373084,232925,232925,0,0,0,232925,0,12,report_id;drug_seq;role_cod;drugname;val_vbm;route;dose_vbm;dechal;rechal;lot_num;exp_dt;nda_num
2004q3,laers,drug,ascii/DRUG04Q3.TXT,data/interim/parquet/drug/drug_2004q3.parquet,2691705,271996,271996,0,0,0,271996,0,12,report_id;drug_seq;role_cod;drugname;val_vbm;route;dose_vbm;dechal;rechal;lot_num;exp_dt;nda_num
2004q4,laers,drug,ascii/DRUG04Q4.TXT,data/interim/parquet/drug/drug_2004q4.parquet,2671904,276197,276197,0,0,0,276197,0,12,report_id;drug_seq;role_cod;drugname;val_vbm;route;dose_vbm;dechal;rechal;lot_num;exp_dt;nda_num
2005q1,laers,drug,ascii/DRUG05Q1.TXT,data/interim/parquet/drug/drug_2005q1.parquet,2738719,277055,277055,0,0,0,277055,0,12,report_id;drug_seq;role_cod;drugname;val_vbm;route;dose_vbm;dechal;rechal;lot_num;exp_dt;nda_num
2005q2,laers,drug,ascii/DRUG05Q2.TXT,data/interim/parquet/drug/drug_2005q2.parquet,3151911,317883,317883,0,0,0,317883,0,12,report_id;drug_seq;role_cod;drugname;val_vbm;route;dose_vbm;dechal;rechal;lot_num;exp_dt;nda_num
2005q3,laers,drug,ascii/DRUG05Q3.TXT,data/interim/parquet/drug/drug_2005q3.parquet,2949039,306277,306277,0,0,0,306277,0,12,report_id;drug_seq;role_cod;drugname;val_vbm;route;dose_vbm;dechal;rechal;lot_num;exp_dt;nda_num
2005q4,laers,drug,ascii/DRUG05Q4.TXT,data/interim/parquet/drug/drug_2005q4.parquet,3007235,321483,321483,0,0,0,321483,0,12,report_id;drug_seq;role_cod;drugname;val_vbm;route;dose_vbm;dechal;rechal;lot_num;exp_dt;nda_num
2006q1,laers,drug,ascii/DRUG06Q1.TXT,data/interim/parquet/drug/drug_2006q1.parquet,3075377,334994,334994,0,0,0,334994,0,12,report_id;drug_seq;role_cod;drugname;val_vbm;route;dose_vbm;dechal;rechal;lot_num;exp_dt;nda_num
2006q2,laers,drug,ascii/DRUG06Q2.TXT,data/interim/parquet/drug/drug_2006q2.parquet,2883566,309882,309882,0,0,0,309882,0,12,report_id;drug_seq;role_cod;drugname;val_vbm;route;dose_vbm;dechal;rechal;lot_num;exp_dt;nda_num
2006q3,laers,drug,ascii/DRUG06Q3.TXT,data/interim/parquet/drug/drug_2006q3.parquet,2686864,271482,271482,0,0,0,271482,0,12,report_id;drug_seq;role_cod;drugname;val_vbm;route;dose_vbm;dechal;rechal;lot_num;exp_dt;nda_num
2006q4,laers,drug,ascii/DRUG06Q4.TXT,data/interim/parquet/drug/drug_2006q4.parquet,2816163,291106,291106,0,0,0,291106,0,12,report_id;drug_seq;role_cod;drugname;val_vbm;route;dose_vbm;dechal;rechal;lot_num;exp_dt;nda_num
2007q1,laers,drug,ascii/DRUG07Q1.TXT,data/interim/parquet/drug/drug_2007q1.parquet,2997703,321662,321662,0,0,0,321662,0,12,report_id;drug_seq;role_cod;drugname;val_vbm;route;dose_vbm;dechal;rechal;lot_num;exp_dt;nda_num
2007q2,laers,drug,ascii/DRUG07Q2.TXT,data/interim/parquet/drug/drug_2007q2.parquet,2902227,312537,312537,0,0,0,312537,0,12,report_id;drug_seq;role_cod;drugname;val_vbm;route;dose_vbm;dechal;rechal;lot_num;exp_dt;nda_num
2007q3,laers,drug,ascii/DRUG07Q3.TXT,data/interim/parquet/drug/drug_2007q3.parquet,2978207,326587,326587,0,0,0,326587,0,12,report_id;drug_seq;role_cod;drugname;val_vbm;route;dose_vbm;dechal;rechal;lot_num;exp_dt;nda_num
2007q4,laers,drug,ascii/DRUG07Q4.TXT,data/interim/parquet/drug/drug_2007q4.parquet,3330085,372423,372423,0,0,0,372423,0,12,report_id;drug_seq;role_cod;drugname;val_vbm;route;dose_vbm;dechal;rechal;lot_num;exp_dt;nda_num
2008q1,laers,drug,ascii/DRUG08Q1.TXT,data/interim/parquet/drug/drug_2008q1.parquet,3361360,367710,367710,0,0,0,367710,0,12,report_id;drug_seq;role_cod;drugname;val_vbm;route;dose_vbm;dechal;rechal;lot_num;exp_dt;nda_num
2008q2,laers,drug,ascii/DRUG08Q2.TXT,data/interim/parquet/drug/drug_2008q2.parquet,3529722,383028,383028,0,0,0,383028,0,12,report_id;drug_seq;role_cod;drugname;val_vbm;route;dose_vbm;dechal;rechal;lot_num;exp_dt;nda_num
2008q3,laers,drug,ascii/DRUG08Q3.TXT,data/interim/parquet/drug/drug_2008q3.parquet,3603092,397168,397168,0,0,0,397168,0,12,report_id;drug_seq;role_cod;drugname;val_vbm;route;dose_vbm;dechal;rechal;lot_num;exp_dt;nda_num
2008q4,laers,drug,ascii/DRUG08Q4.TXT,data/interim/parquet/drug/drug_2008q4.parquet,3645319,414412,414412,0,0,0,414412,0,12,report_id;drug_seq;role_cod;drugname;val_vbm;route;dose_vbm;dechal;rechal;lot_num;exp_dt;nda_num
2009q1,laers,drug,ascii/DRUG09Q1.TXT,data/interim/parquet/drug/drug_2009q1.parquet,3604200,409235,409235,0,0,0,409235,0,12,report_id;drug_seq;role_cod;drugname;val_vbm;route;dose_vbm;dechal;rechal;lot_num;exp_dt;nda_num
2009q2,laers,drug,ascii/DRUG09Q2.TXT,data/interim/parquet/drug/drug_2009q2.parquet,3919645,458664,458664,0,0,0,458664,0,12,report_id;drug_seq;role_cod;drugname;val_vbm;route;dose_vbm;dechal;rechal;lot_num;exp_dt;nda_num
2009q3,laers,drug,ascii/DRUG09Q3.TXT,data/interim/parquet/drug/drug_2009q3.parquet,4434453,534670,534670,0,0,0,534670,0,12,report_id;drug_seq;role_cod;drugname;val_vbm;route;dose_vbm;dechal;rechal;lot_num;exp_dt;nda_num
2009q4,laers,drug,ascii/DRUG09Q4.TXT,data/interim/parquet/drug/drug_2009q4.parquet,4407964,513523,513523,0,0,0,513523,0,12,report_id;drug_seq;role_cod;drugname;val_vbm;route;dose_vbm;dechal;rechal;lot_num;exp_dt;nda_num
2010q1,laers,drug,ascii/DRUG10Q1.TXT,data/interim/parquet/drug/drug_2010q1.parquet,4464306,524300,524300,0,0,0,524300,0,12,report_id;drug_seq;role_cod;drugname;val_vbm;route;dose_vbm;dechal;rechal;lot_num;exp_dt;nda_num
2010q2,laers,drug,ascii/DRUG10Q2.TXT,data/interim/parquet/drug/drug_2010q2.parquet,4780941,574520,574520,0,0,0,574520,0,12,report_id;drug_seq;role_cod;drugname;val_vbm;route;dose_vbm;dechal;rechal;lot_num;exp_dt;nda_num
2010q3,laers,drug,ascii/DRUG10Q3.TXT,data/interim/parquet/drug/drug_2010q3.parquet,5713405,792385,792385,0,0,0,792385,0,12,report_id;drug_seq;role_cod;drugname;val_vbm;route;dose_vbm;dechal;rechal;lot_num;exp_dt;nda_num
2010q4,laers,drug,ascii/DRUG10Q4.TXT,data/interim/parquet/drug/drug_2010q4.parquet,5157350,638788,638788,0,0,0,638788,0,12,report_id;drug_seq;role_cod;drugname;val_vbm;route;dose_vbm;dechal;rechal;lot_num;exp_dt;nda_num
2011q1,laers,drug,ascii/DRUG11Q1.TXT,data/interim/parquet/drug/drug_2011q1.parquet,6621469,685540,685540,0,0,0,685540,0,12,report_id;drug_seq;role_cod;drugname;val_vbm;route;dose_vbm;dechal;rechal;lot_num;exp_dt;nda_num
2011q2,laers,drug,ascii/DRUG11Q2.TXT,data/interim/parquet/drug/drug_2011q2.parquet,7247134,754487,754486,1,0,0,754486,0,12,report_id;drug_seq;role_cod;drugname;val_vbm;route;dose_vbm;dechal;rechal;lot_num;exp_dt;nda_num
2011q3,laers,drug,ascii/DRUG11Q3.TXT,data/interim/parquet/drug/drug_2011q3.parquet,7106385,752644,752643,1,0,0,752643,0,12,report_id;drug_seq;role_cod;drugname;val_vbm;route;dose_vbm;dechal;rechal;lot_num;exp_dt;nda_num
2011q4,laers,drug,ascii/DRUG11Q4.TXT,data/interim/parquet/drug/drug_2011q4.parquet,6868938,734095,734094,1,0,0,734094,0,12,report_id;drug_seq;role_cod;drugname;val_vbm;route;dose_vbm;dechal;rechal;lot_num;exp_dt;nda_num
2012q1,laers,drug,ascii/DRUG12Q1.TXT,data/interim/parquet/drug/drug_2012q1.parquet,7988670,860983,860983,0,0,0,860983,0,12,report_id;drug_seq;role_cod;drugname;val_vbm;route;dose_vbm;dechal;rechal;lot_num;exp_dt;nda_num
2012q2,laers,drug,ascii/DRUG12Q2.TXT,data/interim/parquet/drug/drug_2012q2.parquet,7701946,821156,821156,0,0,0,821156,0,12,report_id;drug_seq;role_cod;drugname;val_vbm;route;dose_vbm;dechal;rechal;lot_num;exp_dt;nda_num
2012q3,laers,drug,ascii/DRUG12Q3.TXT,data/interim/parquet/drug/drug_2012q3.parquet,5067871,518482,518482,0,0,0,518482,0,12,report_id;drug_seq;role_cod;drugname;val_vbm;route;dose_vbm;dechal;rechal;lot_num;exp_dt;nda_num
2012q4,faers_early,drug,ascii/drug12q4.txt,data/interim/parquet/drug/drug_2012q4.parquet,8140051,764515,764515,0,0,0,764515,0,19,report_id;case_id;drug_seq;role_cod;drugname;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq
2013q1,faers_early,drug,ascii/DRUG13Q1.txt,data/interim/parquet/drug/drug_2013q1.parquet,7885734,737725,737725,0,0,0,737725,0,19,report_id;case_id;drug_seq;role_cod;drugname;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq
2013q2,faers_early,drug,ascii/DRUG13Q2.txt,data/interim/parquet/drug/drug_2013q2.parquet,6574909,564548,564548,0,0,0,564548,0,19,report_id;case_id;drug_seq;role_cod;drugname;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq
2013q3,faers_early,drug,ASCII/DRUG13Q3.txt,data/interim/parquet/drug/drug_2013q3.parquet,6927691,607921,607921,0,0,0,607921,0,19,report_id;case_id;drug_seq;role_cod;drugname;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq
2013q4,faers_early,drug,ascii/DRUG13Q4.txt,data/interim/parquet/drug/drug_2013q4.parquet,7951394,738501,738501,0,0,0,738501,0,19,report_id;case_id;drug_seq;role_cod;drugname;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq
2014q1,faers_early,drug,ascii/DRUG14Q1.txt,data/interim/parquet/drug/drug_2014q1.parquet,9705143,901608,901608,0,0,0,901608,0,19,report_id;case_id;drug_seq;role_cod;drugname;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq
2014q2,faers_early,drug,ascii/DRUG14Q2.txt,data/interim/parquet/drug/drug_2014q2.parquet,7533103,683829,683829,0,0,0,683829,0,19,report_id;case_id;drug_seq;role_cod;drugname;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq
2014q3,faers_modern,drug,ascii/DRUG14Q3.txt,data/interim/parquet/drug/drug_2014q3.parquet,8522065,688140,688140,0,0,0,688140,0,20,report_id;case_id;drug_seq;role_cod;drugname;prod_ai;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq
2014q4,faers_modern,drug,ascii/DRUG14Q4.txt,data/interim/parquet/drug/drug_2014q4.parquet,8433450,682292,682292,0,0,0,682292,0,20,report_id;case_id;drug_seq;role_cod;drugname;prod_ai;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq
2015q1,faers_modern,drug,ascii/DRUG15Q1.txt,data/interim/parquet/drug/drug_2015q1.parquet,11763132,1082833,1082833,0,0,0,1082833,0,20,report_id;case_id;drug_seq;role_cod;drugname;prod_ai;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq
2015q2,faers_modern,drug,ascii/DRUG15Q2.txt,data/interim/parquet/drug/drug_2015q2.parquet,11424377,967120,967120,0,0,0,967120,0,20,report_id;case_id;drug_seq;role_cod;drugname;prod_ai;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq
2015q3,faers_modern,drug,ascii/DRUG15Q3.txt,data/interim/parquet/drug/drug_2015q3.parquet,14444859,1294625,1294625,0,0,0,1294625,0,20,report_id;case_id;drug_seq;role_cod;drugname;prod_ai;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq
2015q4,faers_modern,drug,ascii/DRUG15Q4.txt,data/interim/parquet/drug/drug_2015q4.parquet,12381926,1064332,1064332,0,0,0,1064332,0,20,report_id;case_id;drug_seq;role_cod;drugname;prod_ai;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq
2016q1,faers_modern,drug,ascii/DRUG16Q1.txt,data/interim/parquet/drug/drug_2016q1.parquet,13766959,1202390,1202390,0,0,0,1202390,0,20,report_id;case_id;drug_seq;role_cod;drugname;prod_ai;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq
2016q2,faers_modern,drug,ascii/DRUG16Q2.txt,data/interim/parquet/drug/drug_2016q2.parquet,13445272,1144148,1144148,0,0,0,1144148,0,20,report_id;case_id;drug_seq;role_cod;drugname;prod_ai;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq
2016q3,faers_modern,drug,ascii/DRUG16Q3.txt,data/interim/parquet/drug/drug_2016q3.parquet,14470621,1257054,1257054,0,0,0,1257054,0,20,report_id;case_id;drug_seq;role_cod;drugname;prod_ai;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq
2016q4,faers_modern,drug,ascii/DRUG16Q4.txt,data/interim/parquet/drug/drug_2016q4.parquet,13825575,1147547,1147547,0,0,0,1147547,0,20,report_id;case_id;drug_seq;role_cod;drugname;prod_ai;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq
2017q1,faers_modern,drug,ascii/DRUG17Q1.txt,data/interim/parquet/drug/drug_2017q1.parquet,14999459,1234393,1234393,0,0,0,1234393,0,20,report_id;case_id;drug_seq;role_cod;drugname;prod_ai;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq
2017q2,faers_modern,drug,ascii/DRUG17Q2.txt,data/interim/parquet/drug/drug_2017q2.parquet,14133747,1188078,1188078,0,0,0,1188078,0,20,report_id;case_id;drug_seq;role_cod;drugname;prod_ai;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq
2017q3,faers_modern,drug,ascii/DRUG17Q3.txt,data/interim/parquet/drug/drug_2017q3.parquet,14799550,1220118,1220118,0,0,0,1220118,0,20,report_id;case_id;drug_seq;role_cod;drugname;prod_ai;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq
2017q4,faers_modern,drug,ascii/DRUG17Q4.txt,data/interim/parquet/drug/drug_2017q4.parquet,14367869,1213842,1213842,0,0,0,1213842,0,20,report_id;case_id;drug_seq;role_cod;drugname;prod_ai;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq
2018q1,faers_modern,drug,ascii/DRUG18Q1.txt,data/interim/parquet/drug/drug_2018q1.parquet,17950575,1686461,1686461,0,0,0,1686461,0,20,report_id;case_id;drug_seq;role_cod;drugname;prod_ai;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq
2018q2,faers_modern,drug,ascii/DRUG18Q2.txt,data/interim/parquet/drug/drug_2018q2.parquet,20581116,1987872,1987872,0,0,0,1987872,0,20,report_id;case_id;drug_seq;role_cod;drugname;prod_ai;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq
2018q3,faers_modern,drug,ascii/DRUG18Q3.txt,data/interim/parquet/drug/drug_2018q3.parquet,20129568,1651966,1651966,0,0,0,1651966,0,20,report_id;case_id;drug_seq;role_cod;drugname;prod_ai;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq
2018q4,faers_modern,drug,ascii/DRUG18Q4.txt,data/interim/parquet/drug/drug_2018q4.parquet,19511833,1546835,1546835,0,0,0,1546835,0,20,report_id;case_id;drug_seq;role_cod;drugname;prod_ai;val_vbm;route;dose_vbm;cum_dose_chr;cum_dose_unit;dechal;rechal;lot_num;exp_dt;nda_num;dose_amt;dose_unit;dose_form;dose_freq
