drug_a,drug_b
EMTRICITABINE,GLECAPREVIR
FELODIPINE,GLECAPREVIR
FLUVASTATIN,GLECAPREVIR
GLECAPREVIR,LAMIVUDINE
GLECAPREVIR,LAMOTRIGINE
GLECAPREVIR,LOPINAVIR
GLECAPREVIR,LOSARTAN
GLECAPREVIR,LOVASTATIN
GLECAPREVIR,METHADONE
GLECAPREVIR,MIDAZOLAM
GLECAPREVIR,NALOXONE
GLECAPREVIR,NALTREXONE
GLECAPREVIR,OMEPRAZOLE
GLECAPREVIR,PHENYTOIN
GLECAPREVIR,PIBRENTASVIR
GLECAPREVIR,PITAVASTATIN
GLECAPREVIR,PRAVASTATIN
GLECAPREVIR,RALTEGRAVIR
GLECAPREVIR,RIFAMPIN
GLECAPREVIR,RILPIVIRINE
GLECAPREVIR,RITONAVIR
GLECAPREVIR,ROSUVASTATIN
GLECAPREVIR,SIMVASTATIN
GLECAPREVIR,SOFOSBUVIR
GLECAPREVIR,TACROLIMUS
GLECAPREVIR,TENOFOVIR
GLECAPREVIR,TENOFOVIR ALAFENAMIDE
GLECAPREVIR,TENOFOVIR DISOPROXIL
GLECAPREVIR,VALSARTAN
GLECAPREVIR,WARFARIN
ALBUTEROL,GLIMEPIRIDE
ALCOHOL,GLIMEPIRIDE
CLARITHROMYCIN,GLIMEPIRIDE
CLONIDINE,GLIMEPIRIDE
CLOZAPINE,GLIMEPIRIDE
CYCLOPHOSPHAMIDE,GLIMEPIRIDE
DANAZOL,GLIMEPIRIDE
EPINEPHRINE,GLIMEPIRIDE
FLUCONAZOLE,GLIMEPIRIDE
FLUOXETINE,GLIMEPIRIDE
GLIMEPIRIDE,GLUCAGON
GLIMEPIRIDE,ISONIAZID
GLIMEPIRIDE,MICONAZOLE
GLIMEPIRIDE,OLANZAPINE
GLIMEPIRIDE,PHENYTOIN
GLIMEPIRIDE,PROBENECID
GLIMEPIRIDE,PROPOXYPHENE
GLIMEPIRIDE,RIFAMPIN
GLIMEPIRIDE,SOMATROPIN
CALCIUM,GLIPIZIDE
GLIPIZIDE,ISONIAZID
GLIPIZIDE,MICONAZOLE
GLIPIZIDE,PHENYTOIN
GLIPIZIDE,PROBENECID
GLUCAGON,INDOMETHACIN
GLUCAGON,OXYGEN
GLUCAGON,WARFARIN
BOSENTAN,GLYBURIDE
GLYCOPYRROLATE,POTASSIUM
GLYCOPYRROLATE,POTASSIUM CHLORIDE
ABATACEPT,GOLIMUMAB
AZATHIOPRINE,GOLIMUMAB
CYCLOPHOSPHAMIDE,GOLIMUMAB
CYCLOSPORINE,GOLIMUMAB
GOLIMUMAB,MERCAPTOPURINE
GOLIMUMAB,METHOTREXATE
GOLIMUMAB,RITUXIMAB
GOLIMUMAB,THEOPHYLLINE
GOLIMUMAB,WARFARIN
ALCOHOL,HEPARIN
CELECOXIB,HEPARIN
DIPYRIDAMOLE,HEPARIN
HEPARIN,HYDROXYCHLOROQUINE
HEPARIN,IBUPROFEN
HEPARIN,INDOMETHACIN
HEPARIN,NICOTINE
HEPARIN,NITROGLYCERIN
HEPARIN,POTASSIUM
HEPARIN,WARFARIN
EPINEPHRINE,HUMAN IMMUNOGLOBULIN G
HUMAN IMMUNOGLOBULIN G,OXYGEN
ALCOHOL,HYDROCHLOROTHIAZIDE
ALISKIREN,HYDROCHLOROTHIAZIDE
CHOLESTYRAMINE,HYDROCHLOROTHIAZIDE
DIGOXIN,HYDROCHLOROTHIAZIDE
EPLERENONE,HYDROCHLOROTHIAZIDE
EVEROLIMUS,HYDROCHLOROTHIAZIDE
HYDROCHLOROTHIAZIDE,LISINOPRIL
HYDROCHLOROTHIAZIDE,LITHIUM
HYDROCHLOROTHIAZIDE,LOSARTAN
HYDROCHLOROTHIAZIDE,NOREPINEPHRINE
HYDROCHLOROTHIAZIDE,POTASSIUM
HYDROCHLOROTHIAZIDE,PROPRANOLOL
HYDROCHLOROTHIAZIDE,SACUBITRIL
HYDROCHLOROTHIAZIDE,SIROLIMUS
HYDROCHLOROTHIAZIDE,SPIRONOLACTONE
HYDROCHLOROTHIAZIDE,VALSARTAN
ACETAMINOPHEN,HYDROCODONE
ALCOHOL,HYDROCODONE
CARBAMAZEPINE,HYDROCODONE
CYCLOBENZAPRINE,HYDROCODONE
ERYTHROMYCIN,HYDROCODONE
HYDROCODONE,KETOCONAZOLE
HYDROCODONE,LINEZOLID
HYDROCODONE,METHYLENE BLUE
HYDROCODONE,MIRTAZAPINE
HYDROCODONE,NALOXONE
HYDROCODONE,NOREPINEPHRINE
HYDROCODONE,PHENYTOIN
HYDROCODONE,RIFAMPIN
HYDROCODONE,RITONAVIR
HYDROCODONE,TRAMADOL
HYDROCODONE,TRAZODONE
ALCOHOL,HYDROMORPHONE
BENZODIAZEPINE,HYDROMORPHONE
BUPRENORPHINE,HYDROMORPHONE
CYCLOBENZAPRINE,HYDROMORPHONE
HYDROMORPHONE,LINEZOLID
HYDROMORPHONE,METHYLENE BLUE
HYDROMORPHONE,MIRTAZAPINE
HYDROMORPHONE,NALOXONE
HYDROMORPHONE,NOREPINEPHRINE
HYDROMORPHONE,TRAMADOL
HYDROMORPHONE,TRAZODONE
ALCOHOL,HYDROXYCHLOROQUINE
AMPICILLIN,HYDROXYCHLOROQUINE
CHLOROQUINE,HYDROXYCHLOROQUINE
CYCLOSPORINE,HYDROXYCHLOROQUINE
DIGOXIN,HYDROXYCHLOROQUINE
HYDROXYCHLOROQUINE,METHOTREXATE
HYDROXYCHLOROQUINE,TAMOXIFEN
CETIRIZINE,HYDROXYZINE
ASPIRIN,IBANDRONATE
CALCIUM,IBANDRONATE
IBANDRONATE,MAGNESIUM
IBANDRONATE,RANITIDINE
IBANDRONATE,VITAMINS
IBRUTINIB,POSACONAZOLE
IBRUTINIB,VORICONAZOLE
ALLOPURINOL,IDARUBICIN
ALCOHOL,IFOSFAMIDE
BUSULFAN,IFOSFAMIDE
CISPLATIN,IFOSFAMIDE
IFOSFAMIDE,METHYLENE BLUE
IFOSFAMIDE,POTASSIUM
CALCIUM,IMATINIB
HEPARIN,IMATINIB
IMATINIB,LEVOTHYROXINE
IMATINIB,METHOTREXATE
IMATINIB,NILOTINIB
IMATINIB,WARFARIN
IMIPENEM,PROBENECID
IMIPENEM,VALPROIC ACID
ALCOHOL,IMIPRAMINE
ATROPINE,IMIPRAMINE
IMIPRAMINE,NOREPINEPHRINE
IMIPRAMINE,PAROXETINE
IMIPRAMINE,PHENYTOIN
IMIPRAMINE,PROPAFENONE
IMIPRAMINE,SERTRALINE
INDAPAMIDE,LITHIUM
INDAPAMIDE,NOREPINEPHRINE
ALCOHOL,INDOMETHACIN
ASPIRIN,INDOMETHACIN
CYCLOSPORINE,INDOMETHACIN
DICLOFENAC,INDOMETHACIN
INDOMETHACIN,LITHIUM
INDOMETHACIN,MELOXICAM
INDOMETHACIN,METHOTREXATE
INDOMETHACIN,NOREPINEPHRINE
INDOMETHACIN,PEMETREXED
INDOMETHACIN,POTASSIUM
INDOMETHACIN,PROBENECID
INDOMETHACIN,PROPRANOLOL
INDOMETHACIN,WARFARIN
ABATACEPT,INFLIXIMAB
ACETAMINOPHEN,INFLIXIMAB
AZATHIOPRINE,INFLIXIMAB
CIPROFLOXACIN,INFLIXIMAB
CYCLOSPORINE,INFLIXIMAB
EPINEPHRINE,INFLIXIMAB
ETANERCEPT,INFLIXIMAB
FOLIC ACID,INFLIXIMAB
INFLIXIMAB,MERCAPTOPURINE
INFLIXIMAB,METHOTREXATE
INFLIXIMAB,METRONIDAZOLE
INFLIXIMAB,THEOPHYLLINE
INFLIXIMAB,TOCILIZUMAB
INFLIXIMAB,WARFARIN
ABATACEPT,INFLIXIMAB DYYB
ACETAMINOPHEN,INFLIXIMAB DYYB
AZATHIOPRINE,INFLIXIMAB DYYB
CIPROFLOXACIN,INFLIXIMAB DYYB
CYCLOSPORINE,INFLIXIMAB DYYB
EPINEPHRINE,INFLIXIMAB DYYB
ETANERCEPT,INFLIXIMAB DYYB
FOLIC ACID,INFLIXIMAB DYYB
INFLIXIMAB,INFLIXIMAB DYYB
INFLIXIMAB DYYB,MERCAPTOPURINE
INFLIXIMAB DYYB,METHOTREXATE
INFLIXIMAB DYYB,METRONIDAZOLE
INFLIXIMAB DYYB,THEOPHYLLINE
INFLIXIMAB DYYB,TOCILIZUMAB
INFLIXIMAB DYYB,WARFARIN
ALBUTEROL,INSULIN ASPART
ALCOHOL,INSULIN ASPART
CLONIDINE,INSULIN ASPART
CLOZAPINE,INSULIN ASPART
DANAZOL,INSULIN ASPART
EPINEPHRINE,INSULIN ASPART
FLUOXETINE,INSULIN ASPART
GLUCAGON,INSULIN ASPART
INSULIN ASPART,ISONIAZID
INSULIN ASPART,LITHIUM
INSULIN ASPART,NIACIN
INSULIN ASPART,OCTREOTIDE
INSULIN ASPART,OLANZAPINE
INSULIN ASPART,POTASSIUM
INSULIN ASPART,SOMATROPIN
ALBUTEROL,INSULIN GLARGINE
ALCOHOL,INSULIN GLARGINE
CLONIDINE,INSULIN GLARGINE
CLOZAPINE,INSULIN GLARGINE
DANAZOL,INSULIN GLARGINE
EPINEPHRINE,INSULIN GLARGINE
FLUOXETINE,INSULIN GLARGINE
GLUCAGON,INSULIN GLARGINE
INSULIN GLARGINE,ISONIAZID
INSULIN GLARGINE,LITHIUM
INSULIN GLARGINE,NIACIN
INSULIN GLARGINE,OCTREOTIDE
INSULIN GLARGINE,OLANZAPINE
INSULIN GLARGINE,POTASSIUM
INSULIN GLARGINE,SOMATROPIN
ALBUTEROL,INSULIN GLULISINE
ALCOHOL,INSULIN GLULISINE
CLONIDINE,INSULIN GLULISINE
DANAZOL,INSULIN GLULISINE
EPINEPHRINE,INSULIN GLULISINE
FLUOXETINE,INSULIN GLULISINE
GLUCAGON,INSULIN GLULISINE
INSULIN GLULISINE,ISONIAZID
INSULIN GLULISINE,LITHIUM
INSULIN GLULISINE,NIACIN
INSULIN GLULISINE,OCTREOTIDE
INSULIN GLULISINE,POTASSIUM
INSULIN GLULISINE,SOMATROPIN
ALBUTEROL,INSULIN HUMAN
ALCOHOL,INSULIN HUMAN
CLONIDINE,INSULIN HUMAN
CLOZAPINE,INSULIN HUMAN
DANAZOL,INSULIN HUMAN
EPINEPHRINE,INSULIN HUMAN
FLUOXETINE,INSULIN HUMAN
GLUCAGON,INSULIN HUMAN
INSULIN HUMAN,ISONIAZID
INSULIN HUMAN,LITHIUM
INSULIN HUMAN,NIACIN
INSULIN HUMAN,OCTREOTIDE
INSULIN HUMAN,OLANZAPINE
INSULIN HUMAN,POTASSIUM
INSULIN HUMAN,SOMATROPIN
ALBUTEROL,INSULIN LISPRO
ALCOHOL,INSULIN LISPRO
CLONIDINE,INSULIN LISPRO
CLOZAPINE,INSULIN LISPRO
DANAZOL,INSULIN LISPRO
EPINEPHRINE,INSULIN LISPRO
FLUOXETINE,INSULIN LISPRO
GLUCAGON,INSULIN LISPRO
INSULIN LISPRO,ISONIAZID
INSULIN LISPRO,LITHIUM
INSULIN LISPRO,NIACIN
INSULIN LISPRO,OCTREOTIDE
INSULIN LISPRO,OLANZAPINE
INSULIN LISPRO,POTASSIUM
INSULIN LISPRO,SOMATROPIN
ALCOHOL,INTERFERON BETA 1A
ALCOHOL,INTERFERON BETA 1B
EPINEPHRINE,IODIXANOL
IODIXANOL,METFORMIN
CARBIMAZOLE,IPILIMUMAB
INFLIXIMAB,IPILIMUMAB
IPILIMUMAB,LEVOTHYROXINE
IPILIMUMAB,METHIMAZOLE
IPILIMUMAB,MYCOPHENOLIC ACID
IPILIMUMAB,NIVOLUMAB
IPILIMUMAB,PREDNISONE
IPILIMUMAB,VEMURAFENIB
ALISKIREN,IRBESARTAN
IRBESARTAN,LITHIUM
IRBESARTAN,POTASSIUM
ATROPINE,IRINOTECAN
CARBAMAZEPINE,IRINOTECAN
CLARITHROMYCIN,IRINOTECAN
FLUOROURACIL,IRINOTECAN
GEMFIBROZIL,IRINOTECAN
IRINOTECAN,ITRACONAZOLE
IRINOTECAN,KETOCONAZOLE
IRINOTECAN,LEUCOVORIN
IRINOTECAN,LOPERAMIDE
IRINOTECAN,LOPINAVIR
IRINOTECAN,NEFAZODONE
IRINOTECAN,PHENOBARBITAL
IRINOTECAN,PHENYTOIN
IRINOTECAN,RIFAMPIN
IRINOTECAN,RITONAVIR
IRINOTECAN,TELAPREVIR
IRINOTECAN,VORICONAZOLE
FOLIC ACID,IRON
CALCIUM,ISOFLURANE
DANTROLENE,ISOFLURANE
FENTANYL,ISOFLURANE
ISOFLURANE,OXYGEN
ISOFLURANE,PANCURONIUM
ISOFLURANE,POTASSIUM
ISOFLURANE,ROCURONIUM
ISOFLURANE,SEVOFLURANE
ISOFLURANE,SUCCINYLCHOLINE
ISOFLURANE,VECURONIUM
ACETAMINOPHEN,ISONIAZID
ISONIAZID,KETOCONAZOLE
ISONIAZID,PHENYTOIN
ISONIAZID,RIFAMPIN
ISONIAZID,THEOPHYLLINE
ISONIAZID,VALPROATE
ALCOHOL,ISOSORBIDE DINITRATE
ISOSORBIDE DINITRATE,SILDENAFIL
ISOSORBIDE DINITRATE,TADALAFIL
ALCOHOL,ISOSORBIDE MONONITRATE
CALCIUM,ISOSORBIDE MONONITRATE
ISOSORBIDE MONONITRATE,SILDENAFIL
ISOSORBIDE MONONITRATE,TADALAFIL
ETHINYL ESTRADIOL,ISOTRETINOIN
ISOTRETINOIN,PHENYTOIN
AXITINIB,ITRACONAZOLE
BORTEZOMIB,ITRACONAZOLE
BOSENTAN,ITRACONAZOLE
BUDESONIDE,ITRACONAZOLE
BUPRENORPHINE,ITRACONAZOLE
BUSPIRONE,ITRACONAZOLE
CALCIUM,ITRACONAZOLE
CARIPRAZINE,ITRACONAZOLE
CILOSTAZOL,ITRACONAZOLE
CIPROFLOXACIN,ITRACONAZOLE
COLCHICINE,ITRACONAZOLE
CRIZOTINIB,ITRACONAZOLE
CYCLOSPORINE,ITRACONAZOLE
DABRAFENIB,ITRACONAZOLE
DACLATASVIR,ITRACONAZOLE
DASABUVIR,ITRACONAZOLE
DASATINIB,ITRACONAZOLE
DEXAMETHASONE,ITRACONAZOLE
DIAZEPAM,ITRACONAZOLE
DILTIAZEM,ITRACONAZOLE
DOCETAXEL,ITRACONAZOLE
DUTASTERIDE,ITRACONAZOLE
ERYTHROMYCIN,ITRACONAZOLE
EVEROLIMUS,ITRACONAZOLE
FENTANYL,ITRACONAZOLE
FLUTICASONE,ITRACONAZOLE
GALANTAMINE,ITRACONAZOLE
GLECAPREVIR,ITRACONAZOLE
HALOPERIDOL,ITRACONAZOLE
IBRUTINIB,ITRACONAZOLE
ISONIAZID,ITRACONAZOLE
ITRACONAZOLE,IVABRADINE
ITRACONAZOLE,IVACAFTOR
ITRACONAZOLE,KETOCONAZOLE
ITRACONAZOLE,LOPERAMIDE
ITRACONAZOLE,LOVASTATIN
ITRACONAZOLE,LUMACAFTOR
ITRACONAZOLE,LURASIDONE
ITRACONAZOLE,MARAVIROC
ITRACONAZOLE,MELOXICAM
ITRACONAZOLE,METHADONE
ITRACONAZOLE,METHYLPREDNISOLONE
ITRACONAZOLE,MIDAZOLAM
ITRACONAZOLE,NEVIRAPINE
ITRACONAZOLE,NILOTINIB
ITRACONAZOLE,OMBITASVIR
ITRACONAZOLE,OXYBUTYNIN
ITRACONAZOLE,OXYCODONE
ITRACONAZOLE,PARITAPREVIR
ITRACONAZOLE,PAZOPANIB
ITRACONAZOLE,PHENOBARBITAL
ITRACONAZOLE,PHENYTOIN
ITRACONAZOLE,PIBRENTASVIR
ITRACONAZOLE,QUETIAPINE
ITRACONAZOLE,QUININE
ITRACONAZOLE,RANOLAZINE
ITRACONAZOLE,REGORAFENIB
ITRACONAZOLE,REPAGLINIDE
ITRACONAZOLE,RISPERIDONE
ITRACONAZOLE,RITONAVIR
ITRACONAZOLE,RIVAROXABAN
ITRACONAZOLE,RUXOLITINIB
ITRACONAZOLE,SALMETEROL
ITRACONAZOLE,SAXAGLIPTIN
ITRACONAZOLE,SILDENAFIL
ITRACONAZOLE,SILODOSIN
ITRACONAZOLE,SIMVASTATIN
ITRACONAZOLE,SIROLIMUS
ITRACONAZOLE,SOLIFENACIN
ITRACONAZOLE,SONIDEGIB
ITRACONAZOLE,SUFENTANIL
ITRACONAZOLE,SUVOREXANT
ITRACONAZOLE,TACROLIMUS
ITRACONAZOLE,TADALAFIL
ITRACONAZOLE,TAMSULOSIN
ITRACONAZOLE,TENOFOVIR
ITRACONAZOLE,TENOFOVIR DISOPROXIL
ITRACONAZOLE,TICAGRELOR
ITRACONAZOLE,TOLVAPTAN
ITRACONAZOLE,TRABECTEDIN
ITRACONAZOLE,TRASTUZUMAB
ITRACONAZOLE,TRETINOIN
ITRACONAZOLE,TRIAZOLAM
ITRACONAZOLE,VASOPRESSIN
ITRACONAZOLE,VENETOCLAX
ITRACONAZOLE,VENLAFAXINE
ITRACONAZOLE,VERAPAMIL
ITRACONAZOLE,WARFARIN
ITRACONAZOLE,ZOPICLONE
CLARITHROMYCIN,IVABRADINE
IVABRADINE,NEFAZODONE
IVABRADINE,PHENYTOIN
IVABRADINE,TELITHROMYCIN
IVABRADINE,VERAPAMIL
CARBAMAZEPINE,IVACAFTOR
CIPROFLOXACIN,IVACAFTOR
CLARITHROMYCIN,IVACAFTOR
CYCLOSPORINE,IVACAFTOR
DIGOXIN,IVACAFTOR
ERYTHROMYCIN,IVACAFTOR
FLUCONAZOLE,IVACAFTOR
GLIMEPIRIDE,IVACAFTOR
GLIPIZIDE,IVACAFTOR
IVACAFTOR,KETOCONAZOLE
IVACAFTOR,MIDAZOLAM
IVACAFTOR,PHENOBARBITAL
IVACAFTOR,PHENYTOIN
IVACAFTOR,POSACONAZOLE
IVACAFTOR,RIFAMPIN
IVACAFTOR,TACROLIMUS
IVACAFTOR,TELITHROMYCIN
IVACAFTOR,VORICONAZOLE
IVACAFTOR,WARFARIN
CARBAMAZEPINE,IXAZOMIB
DEXAMETHASONE,IXAZOMIB
IXAZOMIB,PHENYTOIN
IXAZOMIB,RIFAMPIN
ALCOHOL,KETAMINE
BENZODIAZEPINE,KETAMINE
KETAMINE,THEOPHYLLINE
KETAMINE,VASOPRESSIN
ASPIRIN,KETOPROFEN
DIGOXIN,KETOPROFEN
FUROSEMIDE,KETOPROFEN
HYDROCHLOROTHIAZIDE,KETOPROFEN
KETOPROFEN,LITHIUM
KETOPROFEN,MAGNESIUM
KETOPROFEN,METHOTREXATE
KETOPROFEN,POTASSIUM
KETOPROFEN,PROBENECID
KETOPROFEN,WARFARIN
ALCOHOL,KETOROLAC
ASPIRIN,KETOROLAC
KETOROLAC,PROBENECID
CALCIUM,LACOSAMIDE
LACOSAMIDE,POTASSIUM
GANCICLOVIR,LAMIVUDINE
LAMIVUDINE,RIBAVIRIN
LAMIVUDINE,ZIDOVUDINE
LAMOTRIGINE,LOPINAVIR
LAMOTRIGINE,PHENOBARBITAL
LAMOTRIGINE,PHENYTOIN
LAMOTRIGINE,RIFAMPIN
LAMOTRIGINE,RITONAVIR
LAMOTRIGINE,VALPROATE
AMOXICILLIN,LANSOPRAZOLE
ATAZANAVIR,LANSOPRAZOLE
CALCIUM,LANSOPRAZOLE
CLARITHROMYCIN,LANSOPRAZOLE
CYANOCOBALAMIN,LANSOPRAZOLE
DASATINIB,LANSOPRAZOLE
ERLOTINIB,LANSOPRAZOLE
ITRACONAZOLE,LANSOPRAZOLE
KETOCONAZOLE,LANSOPRAZOLE
LANSOPRAZOLE,MAGNESIUM
LANSOPRAZOLE,METHOTREXATE
LANSOPRAZOLE,MYCOPHENOLATE
LANSOPRAZOLE,MYCOPHENOLATE MOFETIL
LANSOPRAZOLE,MYCOPHENOLIC ACID
LANSOPRAZOLE,NILOTINIB
LANSOPRAZOLE,RIFAMPIN
LANSOPRAZOLE,RILPIVIRINE
LANSOPRAZOLE,RITONAVIR
LANSOPRAZOLE,TACROLIMUS
LANSOPRAZOLE,THEOPHYLLINE
LANSOPRAZOLE,VORICONAZOLE
LANSOPRAZOLE,WARFARIN
ABACAVIR,LEDIPASVIR
ATAZANAVIR,LEDIPASVIR
CARBAMAZEPINE,LEDIPASVIR
COBICISTAT,LEDIPASVIR
CYCLOSPORINE,LEDIPASVIR
DARUNAVIR,LEDIPASVIR
DIGOXIN,LEDIPASVIR
DOLUTEGRAVIR,LEDIPASVIR
EFAVIRENZ,LEDIPASVIR
LAMIVUDINE,LEDIPASVIR
LEDIPASVIR,LOPINAVIR
LEDIPASVIR,MAGNESIUM
LEDIPASVIR,METHADONE
LEDIPASVIR,MIDAZOLAM
LEDIPASVIR,OMEPRAZOLE
LEDIPASVIR,PHENOBARBITAL
LEDIPASVIR,PHENYTOIN
LEDIPASVIR,PRAVASTATIN
LEDIPASVIR,RALTEGRAVIR
LEDIPASVIR,RIBAVIRIN
LEDIPASVIR,RIFAMPIN
LEDIPASVIR,RILPIVIRINE
LEDIPASVIR,RITONAVIR
LEDIPASVIR,ROSUVASTATIN
LEDIPASVIR,SIMEPREVIR
LEDIPASVIR,SOFOSBUVIR
LEDIPASVIR,TACROLIMUS
LEDIPASVIR,TENOFOVIR
LEDIPASVIR,TENOFOVIR ALAFENAMIDE
LEDIPASVIR,TENOFOVIR DISOPROXIL
LEDIPASVIR,VERAPAMIL
LEDIPASVIR,WARFARIN
ACTIVATED CHARCOAL,LEFLUNOMIDE
ATORVASTATIN,LEFLUNOMIDE
CHOLESTYRAMINE,LEFLUNOMIDE
CIPROFLOXACIN,LEFLUNOMIDE
DULOXETINE,LEFLUNOMIDE
FUROSEMIDE,LEFLUNOMIDE
KETOPROFEN,LEFLUNOMIDE
LEFLUNOMIDE,METHOTREXATE
LEFLUNOMIDE,PACLITAXEL
LEFLUNOMIDE,PIOGLITAZONE
LEFLUNOMIDE,PRAVASTATIN
LEFLUNOMIDE,REPAGLINIDE
LEFLUNOMIDE,RIFAMPIN
LEFLUNOMIDE,ROSIGLITAZONE
LEFLUNOMIDE,ROSUVASTATIN
LEFLUNOMIDE,SIMVASTATIN
LEFLUNOMIDE,TERIFLUNOMIDE
LEFLUNOMIDE,THEOPHYLLINE
LEFLUNOMIDE,TIZANIDINE
LEFLUNOMIDE,WARFARIN
LEFLUNOMIDE,ZIDOVUDINE
CYCLOPHOSPHAMIDE,LENALIDOMIDE
DEXAMETHASONE,LENALIDOMIDE
DIGOXIN,LENALIDOMIDE
LENALIDOMIDE,MELPHALAN
LENALIDOMIDE,PEMBROLIZUMAB
LENALIDOMIDE,RITUXIMAB
LENALIDOMIDE,THALIDOMIDE
LENALIDOMIDE,WARFARIN
CALCIUM,LENVATINIB
DENOSUMAB,LENVATINIB
EVEROLIMUS,LENVATINIB
LENVATINIB,PEMBROLIZUMAB
LENVATINIB,SORAFENIB
LETROZOLE,TAMOXIFEN
LETROZOLE,WARFARIN
FLUOROURACIL,LEUCOVORIN
FOLIC ACID,LEUCOVORIN
LEUCOVORIN,METHOTREXATE
LEUCOVORIN,PHENOBARBITAL
LEUCOVORIN,PHENYTOIN
BUPROPION,LEUPROLIDE
LEUPROLIDE,TESTOSTERONE
DOPAMINE,LEVODOPA
ISONIAZID,LEVODOPA
LEVODOPA,METOCLOPRAMIDE
LEVODOPA,PHENYTOIN
LEVODOPA,RISPERIDONE
LEVODOPA,SELEGILINE
LEVODOPA,TETRABENAZINE
AMIODARONE,LEVOFLOXACIN
CYCLOSPORINE,LEVOFLOXACIN
DIDANOSINE,LEVOFLOXACIN
DIGOXIN,LEVOFLOXACIN
EPINEPHRINE,LEVOFLOXACIN
GLYBURIDE,LEVOFLOXACIN
LEVOFLOXACIN,MAGNESIUM
LEVOFLOXACIN,OXYGEN
LEVOFLOXACIN,PROBENECID
LEVOFLOXACIN,SOTALOL
LEVOFLOXACIN,THEOPHYLLINE
LEVOFLOXACIN,WARFARIN
AMIODARONE,LEVOTHYROXINE
AMITRIPTYLINE,LEVOTHYROXINE
ASPARAGINASE,LEVOTHYROXINE
ASPIRIN,LEVOTHYROXINE
CALCIUM,LEVOTHYROXINE
CALCIUM CARBONATE,LEVOTHYROXINE
CHOLESTYRAMINE,LEVOTHYROXINE
DEXAMETHASONE,LEVOTHYROXINE
FERROUS SULFATE,LEVOTHYROXINE
FLUOROURACIL,LEVOTHYROXINE
FUROSEMIDE,LEVOTHYROXINE
HEPARIN,LEVOTHYROXINE
KETAMINE,LEVOTHYROXINE
LEVOTHYROXINE,MAGNESIUM
LEVOTHYROXINE,MAPROTILINE
LEVOTHYROXINE,METHADONE
LEVOTHYROXINE,PHENOBARBITAL
LEVOTHYROXINE,PHENYTOIN
LEVOTHYROXINE,PROPRANOLOL
LEVOTHYROXINE,RIFAMPIN
LEVOTHYROXINE,SERTRALINE
LEVOTHYROXINE,TAMOXIFEN
ACETAZOLAMIDE,LINAGLIPTIN
ALCOHOL,LINAGLIPTIN
CALCIUM,LINAGLIPTIN
DOLUTEGRAVIR,LINAGLIPTIN
ISONIAZID,LINAGLIPTIN
LINAGLIPTIN,METFORMIN
LINAGLIPTIN,PHENYTOIN
LINAGLIPTIN,RANOLAZINE
LINAGLIPTIN,RIFAMPIN
LINAGLIPTIN,TOPIRAMATE
LINAGLIPTIN,ZONISAMIDE
DOBUTAMINE,LINEZOLID
EPINEPHRINE,LINEZOLID
LINEZOLID,MEPERIDINE
LINEZOLID,NOREPINEPHRINE
LINEZOLID,PSEUDOEPHEDRINE
LINEZOLID,VANCOMYCIN
LIRAGLUTIDE,METFORMIN
AMPHETAMINE,LISDEXAMFETAMINE DIMESYLATE
BUSPIRONE,LISDEXAMFETAMINE DIMESYLATE
DEXTROAMPHETAMINE,LISDEXAMFETAMINE DIMESYLATE
DOPAMINE,LISDEXAMFETAMINE DIMESYLATE
FENTANYL,LISDEXAMFETAMINE DIMESYLATE
LINEZOLID,LISDEXAMFETAMINE DIMESYLATE
LISDEXAMFETAMINE DIMESYLATE,LITHIUM
LISDEXAMFETAMINE DIMESYLATE,METHYLENE BLUE
LISDEXAMFETAMINE DIMESYLATE,NOREPINEPHRINE
LISDEXAMFETAMINE DIMESYLATE,TRAMADOL
ALCOHOL,LISINOPRIL
ALISKIREN,LISINOPRIL
CHOLESTYRAMINE,LISINOPRIL
DIGOXIN,LISINOPRIL
EPLERENONE,LISINOPRIL
EVEROLIMUS,LISINOPRIL
LISINOPRIL,LITHIUM
LISINOPRIL,LOSARTAN
LISINOPRIL,NOREPINEPHRINE
LISINOPRIL,POTASSIUM
LISINOPRIL,PROPRANOLOL
LISINOPRIL,SACUBITRIL
LISINOPRIL,SIROLIMUS
LISINOPRIL,SPIRONOLACTONE
LISINOPRIL,VALSARTAN
ACETAZOLAMIDE,LITHIUM
BUSPIRONE,LITHIUM
CALCIUM,LITHIUM
FENTANYL,LITHIUM
LITHIUM,METRONIDAZOLE
LITHIUM,NOREPINEPHRINE
LITHIUM,PHENYTOIN
LITHIUM,POTASSIUM
LITHIUM,TRAMADOL
ABACAVIR,LOPINAVIR
ABEMACICLIB,LOPINAVIR
ALCOHOL,LOPINAVIR
ALFUZOSIN,LOPINAVIR
AMIODARONE,LOPINAVIR
ATOVAQUONE,LOPINAVIR
AZITHROMYCIN,LOPINAVIR
BETAMETHASONE,LOPINAVIR
BOSENTAN,LOPINAVIR
BUDESONIDE,LOPINAVIR
CALCIUM,LOPINAVIR
CARBAMAZEPINE,LOPINAVIR
CLARITHROMYCIN,LOPINAVIR
COLCHICINE,LOPINAVIR
CYCLOSPORINE,LOPINAVIR
DASABUVIR,LOPINAVIR
DASATINIB,LOPINAVIR
DEXAMETHASONE,LOPINAVIR
DIDANOSINE,LOPINAVIR
DIGOXIN,LOPINAVIR
DISULFIRAM,LOPINAVIR
DRONEDARONE,LOPINAVIR
